Platform,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Decade,Franchise,Critic_Count_Log,User_Count_Log
Wii,2006,Racing,THQ,65.0,13,7.5,27,Rainbow Studios,E,2000s,Other,2.639057329615259,3.332204510175204
PC,2006,Role-Playing,Atari,82.0,46,6.5,565,Obsidian Entertainment,T,2000s,Other,3.8501476017100575,6.338594078203183
PS2,2004,Misc,Konami Digital Entertainment,82.0,25,7.8,10,Harmonix Music Systems,E,2000s,Other,3.258096538021482,2.3978952727983707
PSV,2014,Role-Playing,Nippon Ichi Software,72.0,28,8.3,35,FuRyu,T,2010s,Other,3.367295829986474,3.58351893845611
GBA,2005,Action,Atari,69.0,12,8.2,26,Webfoot Technologies,E10+,2000s,Other,2.5649493574615367,3.295836866004329
PS3,2008,Misc,MTV Games,91.0,24,7.9,88,Harmonix Music Systems,T,2000s,Other,3.218875824868201,4.48863636973214
DS,2006,Shooter,Activision,39.0,4,7.4,10,Nightlight Studios,E10+,2000s,Other,1.6094379124341005,2.3978952727983707
DS,2008,Action,LucasArts,68.0,10,7.8,32,LucasArts,E10+,2000s,Other,2.3978952727983707,3.49650756146648
GBA,2005,Platform,Activision,71.0,6,7.5,27,Vicarious Visions,E,2000s,Other,1.9459101490553128,3.332204510175204
X360,2008,Shooter,Activision Value,44.0,9,7.3,9,FUN Labs,E10+,2000s,Other,2.302585092994046,2.302585092994046
X360,2009,Action,Disney Interactive Studios,68.0,33,7.0,9,Eurocom Entertainment Software,E10+,2000s,Other,3.5263605246161616,2.302585092994046
PS2,2000,Platform,Ubisoft,73.0,10,7.3,7,Disney Interactive,E,2000s,Other,2.3978952727983707,2.079441541679836
DS,2011,Action,Electronic Arts,55.0,5,7.5,27,Full Fat,E10+,2010s,Other,1.791759469228055,3.332204510175204
PS2,2006,Role-Playing,Activision,81.0,29,8.2,33,Raven Software,T,2000s,Other,3.4011973816621555,3.5263605246161616
PS,1999,Racing,Electronic Arts,78.0,13,8.5,24,Eden Studios,E,1990s,Other,2.639057329615259,3.218875824868201
PSV,2014,Action,Namco Bandai Games,67.0,4,7.8,25,Ganbarion,T,2010s,Other,1.6094379124341005,3.258096538021482
PS2,2005,Action,Eidos Interactive,78.0,54,8.3,23,Crystal Dynamics,T,2000s,Other,4.007333185232471,3.1780538303479458
GC,2002,Shooter,TDK Mediactive,74.0,11,8.4,5,Vicious Cycle,T,2000s,Other,2.4849066497880004,1.791759469228055
XOne,2016,Action,Warner Bros. Interactive Entertainment,77.0,6,8.2,43,"Rocksteady Studios, Virtuos",T,2010s,Other,1.9459101490553128,3.784189633918261
XB,2003,Sports,Electronic Arts,85.0,19,8.2,11,EA Sports,E,2000s,Other,2.995732273553991,2.4849066497880004
PSP,2006,Action,Konami Digital Entertainment,51.0,24,7.6,14,Neverland,T,2000s,Other,3.218875824868201,2.70805020110221
GBA,2004,Role-Playing,Konami Digital Entertainment,78.0,20,8.5,11,KCEJ,T,2000s,Other,3.044522437723423,2.4849066497880004
DS,2008,Puzzle,Empire Interactive,71.0,13,7.5,27,Razorworks,E,2000s,Other,2.639057329615259,3.332204510175204
Wii,2007,Simulation,Electronic Arts,73.0,19,8.2,10,Maxis,T,2000s,Other,2.995732273553991,2.3978952727983707
X360,2010,Racing,Black Bean Games,74.0,13,8.3,8,Milestone S.r.l,E10+,2010s,Other,2.639057329615259,2.19722457733622
DS,2009,Action,D3Publisher,34.0,9,7.5,27,Art,E,2000s,Other,2.302585092994046,3.332204510175204
PC,2008,Platform,THQ,58.0,6,6.8,17,Heavy Iron Studios,E,2000s,Other,1.9459101490553128,2.8903717578961645
DS,2007,Action,THQ,31.0,4,7.5,27,THQ,E,2000s,Other,1.6094379124341005,3.332204510175204
3DS,2011,Puzzle,Hudson Soft,61.0,7,7.5,27,NATSUME ATARI Inc.,E,2010s,Other,2.079441541679836,3.332204510175204
Wii,2010,Fighting,Sega,45.0,38,6.9,11,High Voltage Software,T,2010s,Other,3.6635616461296463,2.4849066497880004
GC,2003,Role-Playing,Nintendo,86.0,60,8.5,176,Namco,T,2000s,Other,4.110873864173311,5.176149732573829
X360,2014,Action,Little Orbit,58.0,5,7.5,4,WayForward,E10+,2010s,Other,1.791759469228055,1.6094379124341005
GC,2003,Action,THQ,79.0,22,8.8,12,Eurocom Entertainment Software,T,2000s,Other,3.1354942159291497,2.5649493574615367
Wii,2008,Shooter,Konami Digital Entertainment,33.0,19,2.7,16,Leviathan Games,M,2000s,Other,2.995732273553991,2.833213344056216
PSP,2008,Puzzle,Ivolgamus,62.0,13,7.5,27,Ivolgamus,E,2000s,Other,2.639057329615259,3.332204510175204
GBA,2003,Shooter,Electronic Arts,80.0,19,7.2,12,Netherock Ltd.,T,2000s,Other,2.995732273553991,2.5649493574615367
GC,2004,Role-Playing,Activision,81.0,36,8.5,11,Raven Software,T,2000s,Other,3.610917912644224,2.4849066497880004
PC,2012,Action,Nordic Games,81.0,23,7.8,653,Vigil Games,M,2010s,Other,3.1780538303479458,6.483107351457199
PC,2015,Action,Square Enix,74.0,50,5.3,529,Avalanche Studios,M,2010s,Other,3.9318256327243257,6.272877006546167
DS,2009,Shooter,LucasArts,61.0,12,5.0,8,n-Space,E10+,2000s,Other,2.5649493574615367,2.19722457733622
3DS,2013,Action,Nintendo,91.0,81,8.9,1057,Nintendo,E,2010s,Zelda,4.406719247264253,6.964135612418245
PS,2000,Fighting,Ubisoft,53.0,6,7.4,16,Opus,T,2000s,Other,1.9459101490553128,2.833213344056216
Wii,2010,Misc,Majesco Entertainment,56.0,7,8.2,5,G1M2,T,2010s,Other,2.079441541679836,1.791759469228055
X360,2010,Sports,505 Games,42.0,10,5.5,16,"Pipeworks Software, Inc.",E,2010s,Other,2.3978952727983707,2.833213344056216
X360,2008,Action,Namco Bandai Games,49.0,30,7.0,18,Omega Force,T,2000s,Other,3.4339872044851463,2.9444389791664403
PS4,2016,Adventure,Ubisoft,72.0,31,7.8,22,"Ubisoft, FunHouse",E10+,2010s,Other,3.4657359027997265,3.1354942159291497
PC,2016,Simulation,Sega,81.0,41,4.3,57,Sports Interactive,E,2010s,Other,3.737669618283368,4.060443010546419
Wii,2008,Misc,Activision,73.0,16,7.2,19,Vicarious Visions,T,2000s,Other,2.833213344056216,2.995732273553991
XB,2002,Shooter,TDK Mediactive,48.0,11,7.5,27,Simon & Schuster,T,2000s,Other,2.4849066497880004,3.332204510175204
X360,2010,Action,Konami Digital Entertainment,83.0,70,7.8,237,Mercury Steam,M,2010s,Other,4.262679877041316,5.472270673671475
PC,2011,Action,Unknown,83.0,29,8.5,1613,Re-Logic,T,2010s,Other,3.4011973816621555,7.3864708488298945
PS2,2005,Sports,Electronic Arts,89.0,36,8.7,37,EA Canada,E,2000s,Other,3.610917912644224,3.6375861597263857
PS2,2007,Role-Playing,Sting,61.0,8,6.5,8,Sting,E10+,2000s,Other,2.19722457733622,2.19722457733622
X360,2011,Simulation,THQ,66.0,11,7.5,4,Blitz Games Studios,E,2010s,Other,2.4849066497880004,1.6094379124341005
X360,2011,Shooter,Bethesda Softworks,81.0,77,6.7,559,id Software,M,2010s,Other,4.356708826689592,6.327936783729195
PS2,2006,Role-Playing,Square Enix,92.0,64,7.6,972,Square Enix,T,2000s,Final Fantasy,4.174387269895637,6.880384082186005
Wii,2011,Adventure,Telltale Games,66.0,7,4.1,9,Iron Galaxy Studios,T,2010s,Other,2.079441541679836,2.302585092994046
X360,2008,Sports,Electronic Arts,84.0,41,7.8,29,EA Tiburon,E,2000s,Other,3.737669618283368,3.4011973816621555
3DS,2015,Platform,Yacht Club Games,90.0,9,8.2,225,Yacht Club Games,E,2010s,Other,2.302585092994046,5.420534999272286
PS2,2003,Action,Acclaim Entertainment,65.0,19,5.8,8,Acclaim Studios Manchester,M,2000s,Other,2.995732273553991,2.19722457733622
PSP,2005,Puzzle,Ubisoft,77.0,36,7.7,13,Taito Corporation,E,2000s,Other,3.610917912644224,2.639057329615259
PS2,2003,Fighting,Namco Bandai Games,92.0,41,8.8,120,Namco,T,2000s,Other,3.737669618283368,4.795790545596741
PC,2014,Role-Playing,Electronic Arts,85.0,45,5.9,3926,BioWare,M,2010s,Other,3.828641396489095,8.27563105457801
X360,2010,Sports,Electronic Arts,86.0,29,7.1,70,EA Tiburon,E,2010s,Other,3.4011973816621555,4.262679877041316
PS4,2016,Action,Stainless Games,51.0,28,5.5,39,Stainless Games,M,2010s,Other,3.367295829986474,3.688879454113936
PS2,2004,Role-Playing,Ghostlight,78.0,42,8.2,48,Atlus Co.,M,2000s,Other,3.7612001156935615,3.8918202981106265
PSP,2005,Platform,Capcom,79.0,34,8.3,44,Capcom,E10+,2000s,Other,3.555348061489413,3.80666248977032
PS4,2015,Action,Marvelous Interactive,67.0,25,8.0,96,Marvelous Inc.,M,2010s,Other,3.258096538021482,4.574710978503383
X360,2013,Shooter,Capcom,58.0,43,5.8,142,Spark Unlimited,T,2010s,Other,3.784189633918261,4.962844630259907
Wii,2008,Action,Eidos Interactive,70.0,12,7.2,20,Crystal Dynamics,T,2000s,Other,2.5649493574615367,3.044522437723423
XB,2005,Racing,Electronic Arts,79.0,25,5.9,7,EA Sports,E,2000s,Other,3.258096538021482,2.079441541679836
PC,2010,Action,Ubisoft,83.0,20,5.2,672,Ubisoft Montreal,M,2010s,Other,3.044522437723423,6.511745329644728
PS2,2001,Shooter,Sony Computer Entertainment,78.0,34,8.3,28,UGA,E,2000s,Other,3.555348061489413,3.367295829986474
PS2,2004,Adventure,Konami Digital Entertainment,54.0,9,8.2,17,WinkySoft,T,2000s,Other,2.302585092994046,2.8903717578961645
PS2,2004,Fighting,Acclaim Entertainment,55.0,24,6.1,7,Acclaim,T,2000s,Other,3.218875824868201,2.079441541679836
GBA,2003,Strategy,Nintendo,89.0,34,9.4,97,Intelligent Systems,E,2000s,Other,3.555348061489413,4.584967478670572
X360,2007,Action,Activision,71.0,25,5.8,13,Beenox,E,2000s,Other,3.258096538021482,2.639057329615259
PS,2001,Racing,THQ,70.0,8,7.5,27,Funcom,T,2000s,Other,2.19722457733622,3.332204510175204
PS3,2010,Sports,O-Games,58.0,23,4.1,8,Gusto Games,E,2010s,Other,3.1780538303479458,2.19722457733622
PS2,2001,Simulation,Namco Bandai Games,71.0,12,8.8,23,Sunrise Interactive,T,2000s,Other,2.5649493574615367,3.1780538303479458
GC,2005,Shooter,Nintendo,67.0,59,8.1,106,Namco,T,2000s,Other,4.0943445622221,4.672828834461906
PS2,2005,Sports,Electronic Arts,59.0,29,7.9,52,EA Canada,E,2000s,FIFA,3.4011973816621555,3.970291913552122
PS3,2010,Shooter,Sony Computer Entertainment,60.0,39,6.2,11,Cohort Studios,T,2010s,Other,3.688879454113936,2.4849066497880004
WiiU,2012,Sports,Electronic Arts,75.0,9,6.7,30,EA Tiburon,E,2010s,Madden,2.302585092994046,3.4339872044851463
PS2,2007,Puzzle,D3Publisher,78.0,11,7.0,6,Infinite Interactive,E10+,2000s,Other,2.4849066497880004,1.9459101490553128
PC,2011,Strategy,Focus Home Interactive,53.0,40,4.0,110,Cyanide,Unknown,2010s,Other,3.713572066704308,4.709530201312334
PS2,2005,Platform,Midway Games,50.0,5,7.6,16,Artificial Mind and Movement,E,2000s,Other,1.791759469228055,2.833213344056216
X360,2006,Sports,Activision,81.0,65,7.6,38,Neversoft Entertainment,T,2000s,Other,4.189654742026425,3.6635616461296463
DS,2008,Misc,Activision,72.0,40,8.0,5,Vicarious Visions,E10+,2000s,Other,3.713572066704308,1.791759469228055
PC,2011,Strategy,Paradox Interactive,70.0,13,6.8,86,Paradox Development Studio,T,2010s,Other,2.639057329615259,4.465908118654584
X360,2009,Action,Electronic Arts,42.0,59,4.7,22,Double Helix Games,T,2000s,Other,4.0943445622221,3.1354942159291497
PS2,2006,Fighting,Ignition Entertainment,66.0,23,8.6,17,SNK Playmore,T,2000s,Other,3.1780538303479458,2.8903717578961645
GBA,2005,Misc,Namco Bandai Games,60.0,7,7.5,27,Backbone Vancouver,E,2000s,Other,2.079441541679836,3.332204510175204
DS,2008,Role-Playing,Majesco Entertainment,65.0,17,7.5,27,"Mistwalker, Artoon",E10+,2000s,Other,2.8903717578961645,3.332204510175204
GBA,2003,Platform,Activision,72.0,8,7.2,5,Vicarious Visions,E,2000s,Other,2.19722457733622,1.791759469228055
GC,2004,Strategy,Sega,59.0,22,6.6,7,Hitmaker,E,2000s,Other,3.1354942159291497,2.079441541679836
X360,2010,Action,Take-Two Interactive,89.0,50,8.1,100,Visual Concepts,E,2010s,Other,3.9318256327243257,4.61512051684126
XB,2004,Misc,Codemasters,79.0,26,5.4,10,Mix Max,T,2000s,Other,3.295836866004329,2.3978952727983707
PS3,2010,Role-Playing,Tecmo Koei,45.0,31,7.0,148,"Idea Factory, Compile Heart",T,2010s,Other,3.4657359027997265,5.003946305945459
XB,2001,Shooter,Take-Two Interactive,89.0,24,8.3,61,neo Software,M,2000s,Other,3.218875824868201,4.127134385045092
PS2,2005,Misc,Empire Interactive,68.0,18,7.5,27,Empire Oxford,T,2000s,Other,2.9444389791664403,3.332204510175204
PS4,2016,Platform,Capcom,77.0,22,6.1,55,Digital Eclipse,E,2010s,Other,3.1354942159291497,4.02535169073515
DS,2010,Action,THQ,69.0,6,7.0,4,THQ,E10+,2010s,Other,1.9459101490553128,1.6094379124341005
DS,2007,Action,Vivendi Games,73.0,8,5.9,10,Amaze Entertainment,E,2000s,Other,2.19722457733622,2.3978952727983707
PS3,2008,Shooter,Sega,72.0,42,6.5,15,Bizarre Creations,M,2000s,Other,3.7612001156935615,2.772588722239781
PSP,2007,Puzzle,Crave Entertainment,37.0,14,4.6,7,7 Studios,E10+,2000s,Other,2.70805020110221,2.079441541679836
Wii,2008,Shooter,Eidos Interactive,78.0,30,7.7,17,BudCat,E,2000s,Other,3.4339872044851463,2.8903717578961645
PC,2009,Racing,Electronic Arts,87.0,26,7.5,435,Criterion Games,E10+,2000s,Other,3.295836866004329,6.077642243349034
X360,2010,Racing,Sega,47.0,52,2.1,98,Sega,E,2010s,Other,3.970291913552122,4.59511985013459
XB,2004,Simulation,Microsoft Game Studios,55.0,21,7.5,27,Game Arts,T,2000s,Other,3.091042453358316,3.332204510175204
XB,2002,Shooter,SCi,65.0,14,8.1,17,SCi,T,2000s,Other,2.70805020110221,2.8903717578961645
X360,2008,Action,Activision,75.0,42,7.4,32,"Luxoflux, Inc.",E10+,2000s,Other,3.7612001156935615,3.49650756146648
DS,2010,Action,Disney Interactive Studios,58.0,5,7.5,27,n-Space,E10+,2010s,Other,1.791759469228055,3.332204510175204
PS2,2007,Sports,Spike,71.0,5,7.5,27,Kush Games,E,2000s,Other,1.791759469228055,3.332204510175204
DS,2009,Puzzle,PopCap Games,84.0,17,8.2,21,Q Entertainment,E,2000s,Other,2.8903717578961645,3.091042453358316
XB,2005,Action,THQ,68.0,50,7.5,68,GlyphX Games,T,2000s,Other,3.9318256327243257,4.23410650459726
GC,2003,Simulation,LucasArts,75.0,36,7.6,50,Factor 5,T,2000s,Other,3.610917912644224,3.9318256327243257
PSP,2006,Misc,Sony Computer Entertainment,67.0,43,5.2,16,Epics,E,2000s,Other,3.784189633918261,2.833213344056216
PS3,2009,Adventure,Codemasters,17.0,11,1.7,37,Team 17,M,2000s,Other,2.4849066497880004,3.6375861597263857
GBA,2002,Action,TDK Mediactive,71.0,7,7.4,5,TOSE,E,2000s,Other,2.079441541679836,1.791759469228055
DS,2008,Adventure,Nintendo,65.0,28,7.5,27,Griptonite Games,E,2000s,Other,3.367295829986474,3.332204510175204
PS2,2008,Shooter,Electronic Arts,49.0,10,7.4,31,Artificial Mind and Movement,T,2000s,Other,2.3978952727983707,3.4657359027997265
DS,2011,Action,Activision,33.0,6,5.6,7,Silicon Knights,E10+,2010s,Other,1.9459101490553128,2.079441541679836
Wii,2011,Action,Warner Bros. Interactive Entertainment,46.0,4,7.5,27,Double Helix Games,E10+,2010s,Other,1.6094379124341005,3.332204510175204
PS2,2003,Adventure,Sony Computer Entertainment,64.0,19,3.1,157,Frontier Developments,T,2000s,Other,2.995732273553991,5.062595033026967
PS2,2007,Role-Playing,Square Enix,83.0,49,8.6,59,Vanilla Ware,T,2000s,Other,3.912023005428146,4.0943445622221
X360,2005,Shooter,Microsoft Game Studios,81.0,75,7.3,229,Rare Ltd.,M,2000s,Other,4.330733340286331,5.438079308923196
DS,2005,Action,Vivendi Games,50.0,18,5.7,16,Amaze Entertainment,E,2000s,Other,2.9444389791664403,2.833213344056216
PS2,2002,Action,Tecmo Koei,72.0,16,9.3,54,Omega Force,T,2000s,Other,2.833213344056216,4.007333185232471
PS3,2010,Action,Warner Bros. Interactive Entertainment,58.0,12,6.0,8,TT Fusion,T,2010s,Other,2.5649493574615367,2.19722457733622
XB,2005,Misc,Sega,81.0,25,8.2,9,Sega,E,2000s,Other,3.258096538021482,2.302585092994046
PSP,2006,Action,Capcom,63.0,24,6.3,6,Clover Studio,T,2000s,Other,3.218875824868201,1.9459101490553128
PS2,2002,Sports,Sony Computer Entertainment,55.0,20,7.5,27,989 Sports,E,2000s,Other,3.044522437723423,3.332204510175204
PC,2014,Racing,Ubisoft,80.0,12,6.8,97,RedLynx,E10+,2010s,Other,2.5649493574615367,4.584967478670572
PS2,2007,Misc,Sony Computer Entertainment,73.0,13,7.5,8,SCEE London Studio,E10+,2000s,Other,2.639057329615259,2.19722457733622
PS3,2014,Role-Playing,Deep Silver,56.0,13,3.4,46,"Deep Silver, Keen Games",M,2010s,Other,2.639057329615259,3.8501476017100575
PS2,2001,Action,Konami Digital Entertainment,96.0,42,8.7,1026,KCEJ,M,2000s,Other,3.7612001156935615,6.934397209928558
PS2,2005,Misc,THQ,60.0,7,5.1,7,Blitz Games,E,2000s,Other,2.079441541679836,2.079441541679836
XB,2002,Platform,Universal Interactive,70.0,16,8.1,19,Traveller's Tales,E,2000s,Other,2.833213344056216,2.995732273553991
PC,2011,Shooter,Square Enix,90.0,52,8.5,3069,Nixxes Software,M,2010s,Other,3.970291913552122,8.029432840581244
X360,2013,Action,Warner Bros. Interactive Entertainment,80.0,37,7.6,127,TT Games,E10+,2010s,Other,3.6375861597263857,4.852030263919617
PS,2000,Shooter,3DO,48.0,8,7.3,7,3DO,T,2000s,Other,2.19722457733622,2.079441541679836
PS,1998,Fighting,Namco Bandai Games,61.0,4,7.8,4,Natsume,T,1990s,Other,1.6094379124341005,1.6094379124341005
XB,2003,Sports,Acclaim Entertainment,68.0,17,9.1,7,Acclaim,E,2000s,Other,2.8903717578961645,2.079441541679836
GC,2003,Platform,Acclaim Entertainment,71.0,22,7.3,6,Acclaim,T,2000s,Other,3.1354942159291497,1.9459101490553128
X360,2010,Racing,Microsoft Game Studios,52.0,46,5.0,20,BigPark,E,2010s,Other,3.8501476017100575,3.044522437723423
PSP,2006,Sports,Electronic Arts,58.0,6,6.9,17,EA Canada,E,2000s,FIFA,1.9459101490553128,2.8903717578961645
Wii,2008,Puzzle,Game Factory,64.0,9,7.5,27,Two Tribes,E,2000s,Other,2.302585092994046,3.332204510175204
PC,2016,Action,Bethesda Softworks,86.0,37,6.0,383,Arkane Studios,M,2010s,Other,3.6375861597263857,5.950642552587727
PS2,2004,Shooter,Ubisoft,70.0,34,8.2,17,Ubisoft Shanghai,M,2000s,Other,3.555348061489413,2.8903717578961645
Wii,2008,Fighting,Konami Digital Entertainment,49.0,33,5.9,56,Eighting,T,2000s,Other,3.5263605246161616,4.04305126783455
DS,2006,Role-Playing,Eidos Interactive,43.0,9,5.7,7,Sensory Sweep,E10+,2000s,Other,2.302585092994046,2.079441541679836
GC,2003,Sports,Electronic Arts,83.0,17,6.2,12,EA Canada,E,2000s,FIFA,2.8903717578961645,2.5649493574615367
3DS,2012,Role-Playing,Nintendo,73.0,51,8.6,209,"Level 5, Brownie Brown",E10+,2010s,Other,3.951243718581428,5.3471075307174685
GC,2005,Shooter,Ubisoft,72.0,8,7.8,5,"Red Storm Entertainment, Ubisoft Montreal",M,2000s,Other,2.19722457733622,1.791759469228055
DS,2008,Role-Playing,Rising Star Games,77.0,14,7.9,30,Neverland,E,2000s,Other,2.70805020110221,3.4339872044851463
DS,2007,Puzzle,White Park Bay Software,77.0,9,7.7,9,Magellan Interactive,E,2000s,Other,2.302585092994046,2.302585092994046
PS2,2004,Sports,Global Star,63.0,20,7.5,27,Hypnotix,M,2000s,Other,3.044522437723423,3.332204510175204
WiiU,2014,Platform,Nintendo,83.0,77,8.9,712,Retro Studios,E,2010s,Other,4.356708826689592,6.569481420414296
PS2,2001,Sports,Sony Computer Entertainment,85.0,30,8.9,16,Clap Hanz,E,2000s,Other,3.4339872044851463,2.833213344056216
PC,2010,Action,Disney Interactive Studios,57.0,11,6.0,25,Propaganda Games,T,2010s,Other,2.4849066497880004,3.258096538021482
XOne,2014,Misc,Microsoft Game Studios,74.0,19,7.0,47,Harmonix Music Systems,T,2010s,Other,2.995732273553991,3.8712010109078903
PC,2016,Platform,Electronic Arts,74.0,24,4.4,606,EA DICE,T,2010s,Other,3.218875824868201,6.408528791059498
Wii,2007,Racing,Destineer,47.0,10,6.7,7,Torus Games,E,2000s,Other,2.3978952727983707,2.079441541679836
XB,2004,Racing,Electronic Arts,94.0,76,7.2,139,Criterion Games,T,2000s,Other,4.343805421853684,4.941642422609304
PS3,2013,Action,Capcom,75.0,31,7.4,135,WayForward,E,2010s,Other,3.4657359027997265,4.912654885736052
X360,2012,Role-Playing,Capcom,75.0,59,7.8,320,Capcom,M,2010s,Other,4.0943445622221,5.771441123130016
X360,2011,Fighting,Warner Bros. Interactive Entertainment,86.0,66,8.3,382,NetherRealm Studios,M,2010s,Other,4.204692619390966,5.948034989180646
GC,2002,Platform,THQ,39.0,7,4.7,14,Radical Entertainment,E,2000s,Other,2.079441541679836,2.70805020110221
PS3,2009,Action,Sega,50.0,11,7.5,27,Pyro Studios,E,2000s,Other,2.4849066497880004,3.332204510175204
GC,2002,Sports,Sega,66.0,18,7.5,27,Wow Entertainment,E,2000s,Other,2.9444389791664403,3.332204510175204
DS,2008,Sports,Arc System Works,65.0,12,7.5,27,Million,E,2000s,Other,2.5649493574615367,3.332204510175204
GBA,2001,Action,NewKidCo,46.0,4,2.4,21,Fluid Studios,E,2000s,Other,1.6094379124341005,3.091042453358316
PS2,2006,Adventure,Sega,77.0,34,8.1,52,Amusement Vision,M,2000s,Other,3.555348061489413,3.970291913552122
XB,2002,Shooter,Electronic Arts,71.0,16,7.5,15,Electronic Arts,T,2000s,Other,2.833213344056216,2.772588722239781
PSP,2007,Role-Playing,Square Enix,63.0,31,7.1,24,TOSE,T,2000s,Final Fantasy,3.4657359027997265,3.218875824868201
PS3,2006,Fighting,Electronic Arts,83.0,37,7.9,24,EA Chicago,T,2000s,Other,3.6375861597263857,3.218875824868201
PS2,2001,Role-Playing,From Software,64.0,13,7.8,6,From Software,T,2000s,Other,2.639057329615259,1.9459101490553128
PS,1997,Simulation,Psygnosis,91.0,12,7.8,12,Psygnosis,E,1990s,Other,2.5649493574615367,2.5649493574615367
GBA,2001,Role-Playing,Nintendo,91.0,29,9.3,198,Camelot Software Planning,E,2000s,Other,3.4011973816621555,5.293304824724492
XB,2005,Adventure,Microids,70.0,29,8.2,5,Microids,M,2000s,Other,3.4011973816621555,1.791759469228055
3DS,2014,Adventure,Capcom,81.0,34,9.0,76,NATSUME ATARI Inc.,T,2010s,Other,3.555348061489413,4.343805421853684
PS,2001,Sports,Activision,80.0,15,8.6,16,Shaba Games,E,2000s,Other,2.772588722239781,2.833213344056216
XB,2007,Sports,Electronic Arts,82.0,4,8.1,8,EA Sports,E,2000s,Other,1.6094379124341005,2.19722457733622
PS2,2005,Shooter,Playlogic Game Factory,39.0,4,8.1,9,WideScreen Games,T,2000s,Other,1.6094379124341005,2.302585092994046
PS3,2013,Action,505 Games,81.0,12,7.9,70,Engine Software,T,2010s,Other,2.5649493574615367,4.262679877041316
PS2,2005,Shooter,Sony Computer Entertainment,81.0,51,8.9,155,Insomniac Games,T,2000s,Other,3.951243718581428,5.049856007249537
XB,2002,Sports,Electronic Arts,92.0,16,8.3,16,EA Tiburon,E,2000s,Madden,2.833213344056216,2.833213344056216
